,30HAJ17CT003,30HAJ17CT001,30HAJ17CT002,30HAJ17CT012,30HAJ17CT010,30HAJ17CT011,30HAJ17CT006,30HAJ17CT004,30HAJ17CT005,30HAJ17CT015,30HAJ17CT013,30HAJ17CT014,30HAJ17CT007,30HAJ17CT008,30HAJ17CT009,30HAJ17CT016,30HAJ17CT017,30HAJ17CT018
Wed Apr 06 14:31:20  2016,792.0446,761.5712,801.1614,789.0637,736.5866,780.318,768.9456,766.1417,765.9942,785.5037,769.2294,754.6403,724.121,781.7649,795.5651,724.8849,794.1702,810.8522
Wed Apr 06 14:47:20  2016,806.3304,779.7828,810.5536,799.7642,793.8157,835.6622,778.5988,787.2949,759.2596,770.1154,784.4659,789.8058,720.0333,765.3588,775.6968,741.5693,775.0485,795.8052
Wed Apr 06 15:01:20  2016,839.1795,777.1191,807.2711,786.2451,811.0932,861.4633,810.1058,789.4177,763.8275,772.0355,815.575,804.53,715.7025,783.2919,786.7015,763.0335,756.9041,797.7386
Wed Apr 06 15:16:21  2016,838.4272,778.7467,810.7029,808.2576,817.9675,864.0388,813.5403,790.0115,763.0904,781.3546,814.977,803.04,712.9333,771.7515,771.6038,756.1115,767.8101,788.2306
Wed Apr 06 15:17:00  2016,840.3837,778.1547,811.3,809.0036,809.0036,850.1237,812.4947,788.0823,765.7446,780.4661,807.661,799.4666,714.0991,771.7515,771.0129,749.0544,764.7122,790.1599
Wed Apr 06 15:31:40  2016,817.8756,786.5989,826.112,805.3211,799.81,844.74,788.2306,782.0041,761.0272,783.4741,784.5115,784.0669,706.8177,750.6819,763.7821,722.1552,759.5994,784.2722
Wed Apr 06 15:48:40  2016,823.8638,777.5629,813.8392,783.0296,814.4252,866.9661,805.4818,783.3375,762.9429,755.4663,815.6209,805.1721,703.9081,766.4368,770.8652,753.5541,743.6227,773.9567
Wed Apr 06 16:02:41  2016,837.0735,792.2388,828.0615,790.6393,877.1902,931.6079,814.5864,802.2039,767.2199,762.5345,868.8334,837.2584,711.8687,772.7403,777.5174,800.1535,757.1417,789.9542
Wed Apr 06 16:17:40  2016,818.8768,796.4,830.7627,813.724,822.4001,874.301,796.4,794.5703,768.5481,787.2718,829.2962,815.8163,713.7628,773.9227,791.5534,768.037,775.7764,806.2155
Wed Apr 06 16:32:40  2016,849.5317,818.1747,869.7092,835.8009,881.8036,930.1112,827.7153,821.8705,814.8393,815.5634,881.4991,837.0038,746.2305,797.647,803.7508,799.1575,789.4518,822.1006
Wed Apr 06 16:48:41  2016,880.6089,808.166,878.5246,856.0505,827.5882,879.5663,848.3245,808.5677,838.2305,832.2408,828.7883,802.7764,761.5259,806.7319,802.2611,746.298,812.9771,835.7547
Wed Apr 06 17:02:40  2016,857.9938,799.3294,863.4911,852.2723,767.9348,814.2642,837.7792,804.2436,817.2313,822.7918,782.4254,781.9811,746.9645,799.4325,805.3901,725.9412,792.6156,806.1582
Wed Apr 06 17:17:41  2016,871.4846,811.7021,895.1045,875.0026,778.2797,823.3909,848.4753,807.3743,858.7503,853.7831,793.9985,783.9072,778.0637,817.9331,819.7286,734.2774,814.816,834.4481
Wed Apr 06 17:32:41  2016,828.7655,772.4902,858.7503,831.2937,738.1866,783.7134,809.9107,772.6381,819.9243,809.1871,758.308,743.758,744.4693,776.5843,788.5845,702.1854,769.0249,778.7806
Wed Apr 06 17:48:41  2016,830.1161,815.1382,899.3882,857.6211,770.5015,811.0357,817.3809,810.2092,837.6288,835.35,784.1125,789.8971,771.5583,792.7416,823.1723,732.1835,813.184,831.0051
Wed Apr 06 18:02:00  2016,866.0214,825.0165,901.0726,873.8451,790.0456,830.4969,851.3433,824.1174,846.3637,849.6127,798.219,799.707,772.3994,815.7936,829.1694,739.4604,818.6694,831.7096
Wed Apr 06 18:17:01  2016,873.4128,845.1577,921.0379,883.2335,810.0942,844.4385,859.2043,840.1406,870.118,859.239,815.6209,820.4076,793.5873,821.1794,853.3651,758.3646,826.3079,846.004
Wed Apr 06 18:32:01  2016,30.3027,825.2702,907.3101,890.2502,825.9503,862.5701,853.7137,826.3196,874.0207,862.7217,826.4,830.1505,786.9069,831.3749,850.4955,768.2415,835.7663,865.0532
Wed Apr 06 18:48:01  2016,889.2522,817.7836,902.0977,894.1753,813.184,850.4256,865.9747,815.9891,868.4017,866.2078,819.314,814.8276,782.7108,835.5353,846.7233,758.6591,840.0826,857.5864
Wed Apr 06 19:01:41  2016,883.7144,836.981,929.0073,888.3715,829.6541,873.5997,868.7052,835.4312,897.5047,861.0091,843.3375,836.4139,808.8777,843.9636,864.2139,780.7621,839.631,873.3543
Wed Apr 06 19:16:41  2016,908.951,831.1208,907.617,905.4576,827.0576,859.7513,885.3912,823.2761,876.7108,875.5757,818.8191,816.127,784.6373,847.5819,851.808,756.4058,843.3492,864.5053
Wed Apr 06 19:31:41  2016,879.9063,834.0786,924.4868,908.0654,823.7139,865.9163,863.6543,830.324,889.0527,880.2458,836.6684,820.9143,797.4068,844.8679,859.5187,765.0524,850.6929,875.0848
Wed Apr 06 19:32:21  2016,875.038,835.4312,924.1786,907.4045,828.5115,868.0399,856.8419,828.8232,887.3741,878.267,837.5247,828.9617,795.9197,840.4995,859.0646,766.5275,847.9763,873.7167
Wed Apr 06 19:47:41  2016,920.9431,832.426,919.8653,919.4388,807.6151,851.285,889.0527,827.0233,884.4765,884.5115,814.1838,790.2055,789.338,852.2147,854.5275,741.5242,847.721,861.7781
Wed Apr 06 20:01:42  2016,885.6493,807.1335,903.5828,881.8154,790.1027,843.9401,862.2908,804.4042,871.5431,848.3591,820.2119,778.0977,778.6671,827.5309,832.6341,744.9883,807.1677,827.9575
Wed Apr 06 20:02:22  2016,894.3519,802.3643,898.2227,882.7296,778.8376,831.9059,866.6863,802.1696,870.1764,849.8682,809.7498,767.1631,778.2231,826.7811,827.081,735.3136,809.5546,826.008
Wed Apr 06 20:17:01  2016,873.0154,776.8347,866.0798,854.5504,780.2155,835.1072,851.204,777.2329,840.9511,827.9459,806.812,772.3764,749.9135,813.3107,819.7402,734.041,803.636,822.0085
Wed Apr 06 20:32:01  2016,889.7689,805.8948,902.7695,899.6235,787.0779,840.2676,862.8501,801.7228,876.2077,859.4369,811.9316,769.3202,779.7032,828.1309,831.4326,736.5302,820.4076,835.1072
Wed Apr 06 20:48:02  2016,891.4487,789.6805,878.9462,869.4872,764.6439,826.1924,864.5171,788.3449,851.204,840.5107,798.2646,758.4552,764.0431,825.2818,828.1309,724.7724,802.3869,807.6036
Wed Apr 06 21:02:02  2016,881.0776,789.532,871.8002,902.7809,760.8569,809.4856,853.923,786.7131,832.0795,863.6656,777.3918,745.8576,750.6482,815.1038,817.6456,705.2841,823.9442,814.2182
Wed Apr 06 21:17:01  2016,935.7092,770.729,851.053,866.651,752.0272,807.6953,883.82,770.2859,823.8293,838.1492,782.7217,729.303,740.9154,825.3857,817.0474,711.3978,794.6959,791.279
Wed Apr 06 21:32:01  2016,857.3538,726.0765,784.7855,761.4916,752.9545,825.2352,827.277,724.2784,753.9277,750.0148,788.8466,753.1014,684.5236,789.4407,765.915,715.478,745.8125,759.6332
Wed Apr 06 21:48:02  2016,852.3657,728.0776,767.6286,825.9848,718.3945,752.8074,821.3868,727.2006,723.9863,801.6307,726.7167,719.4157,674.679,777.142,754.2785,674.9678,775.1279,766.8565
Wed Apr 06 22:02:01  2016,818.6927,699.0778,729.6859,751.0435,701.7939,739.5956,785.3329,695.3015,686.3073,724.233,695.692,695.9823,640.9186,743.8487,715.3326,644.8054,711.7452,709.5607
Wed Apr 06 22:16:42  2016,816.2997,688.0469,721.3582,770.3423,699.1779,736.5188,785.926,681.8158,683.9886,745.9028,699.0326,702.3754,641.5941,751.5866,723.7953,654.46,732.6224,727.5038
Wed Apr 06 22:31:42  2016,801.0356,688.0469,712.3171,739.7422,698.5967,739.1559,772.4563,686.9875,676.1702,719.2698,694.3853,699.3232,639.2913,738.9648,710.0428,649.7031,703.7401,706.3586
Wed Apr 06 22:48:41  2016,803.4186,698.3513,722.0881,737.6907,702.8116,741.2082,767.8331,694.8212,682.93,716.2518,694.6756,702.2301,644.7615,732.9606,710.1884,648.7388,702.4315,705.0491
Wed Apr 06 23:02:42  2016,804.1636,710.67,739.4495,743.1147,711.6891,753.2486,766.3575,706.1575,697.5803,722.3347,703.5387,706.4481,654.4161,738.0856,716.8916,655.7579,707.0861,708.3961
Wed Apr 06 23:17:42  2016,821.0413,707.0305,737.8376,736.3273,712.9555,752.6152,782.4715,701.3583,694.676,714.4576,700.441,709.4599,650.0916,739.4044,714.559,652.0091,701.8499,700.687
Wed Apr 06 23:32:42  2016,791.4736,717.5198,744.2888,741.603,701.7493,730.7655,766.3575,705.3853,691.3382,730.473,682.4504,688.3923,650.912,729.4047,706.5045,642.7453,703.6954,695.558
Wed Apr 06 23:48:02  2016,818.9,726.4249,748.5462,750.7043,696.809,718.9332,790.4342,719.0795,696.519,737.9387,673.6216,675.502,656.3908,746.1065,714.2227,637.4203,712.1375,691.6391
Thu Apr 07 00:02:02  2016,825.9391,741.062,757.3685,740.8699,693.4697,716.1621,795.9313,725.7955,708.2957,730.473,673.1877,670.1516,664.1841,757.5723,717.576,636.8448,702.9683,687.2882
Thu Apr 07 00:17:02  2016,823.3915,726.5711,755.4553,737.9387,691.2931,717.1828,794.6391,718.6418,700.0502,725.2106,672.6093,668.9953,657.9776,758.1611,718.597,635.2626,699.1891,684.2446
Thu Apr 07 00:32:02  2016,780.1019,728.7636,760.608,764.6892,701.8946,739.9903,759.7243,722.3351,711.3983,759.2366,691.2931,693.4697,664.9506,745.5645,728.7186,651.1,722.9301,710.3896
Thu Apr 07 00:48:03  2016,837.8488,771.229,824.1866,818.4506,765.4266,815.6093,806.1013,768.5711,766.8001,792.3642,763.2148,767.197,702.9128,780.9448,773.1043,698.1163,774.7867,770.0585
Thu Apr 07 01:02:02  2016,867.1998,800.4859,848.8934,837.455,770.6946,810.0367,836.6918,799.1464,795.5767,812.0234,764.349,766.7089,729.4947,809.9797,798.5054,702.6215,793.2671,808.7511
Thu Apr 07 01:17:03  2016,864.4705,816.1503,859.9263,861.603,773.6495,820.0507,828.731,811.0706,807.34,833.6968,785.0474,766.2663,734.3229,806.8467,811.0246,713.6393,812.1843,823.4026
Thu Apr 07 01:32:02  2016,882.4017,811.3691,874.0792,876.7806,777.4944,823.1951,849.5434,812.5638,826.9771,845.1804,784.0098,773.6495,747.5182,824.4863,821.0413,716.5995,832.7493,839.816
Thu Apr 07 01:47:42  2016,944.6873,815.5982,863.6077,899.5175,814.9655,853.8878,899.8594,800.0851,817.8412,865.2863,809.2905,795.2903,733.9287,857.959,834.2867,735.1558,833.6506,850.5184
Thu Apr 07 02:01:43  2016,944.2224,832.0795,890.0743,916.0892,815.5634,853.8878,904.4554,822.1815,848.9398,877.588,812.575,798.1159,758.4442,867.8066,850.5536,738.3782,844.1835,862.3137
Thu Apr 07 02:16:43  2016,925.6729,843.2102,901.8974,918.1364,822.4922,856.0505,888.137,835.8359,856.5394,876.8274,815.0114,796.9717,766.993,856.5976,855.388,739.6971,847.5004,862.1623
Thu Apr 07 02:31:43  2016,922.9457,839.3417,899.9064,910.5568,819.452,857.6677,886.9163,827.9231,858.2033,871.8115,820.4997,800.4969,767.4811,850.902,846.8278,742.6296,838.3113,854.2946
Thu Apr 07 02:47:42  2016,922.3294,905.5758,963.2692,949.7687,843.9284,883.3272,903.4767,898.9879,922.2227,921.2153,877.5412,820.9488,840.9511,890.3797,924.5936,794.1471,893.9636,912.8137
Thu Apr 07 03:01:43  2016,1002.8008,871.7416,953.0054,995.5414,853.3298,901.0958,977.4635,877.0149,931.7864,954.3672,899.8707,843.5228,830.8783,937.4103,926.9066,807.7411,908.561,923.0165
Thu Apr 07 03:02:03  2016,1001.0725,872.5012,955.4911,994.757,854.6899,902.0148,976.0575,875.9503,932.5587,952.9692,901.402,844.2762,830.7281,936.4823,927.3693,809.83,906.5665,921.6299
Thu Apr 07 03:17:03  2016,970.7023,878.2321,957.7751,981.1786,852.7719,905.5872,951.8706,886.1537,934.0563,939.5284,910.3441,848.8465,839.4459,921.0498,928.7581,817.346,891.1546,905.3867
Thu Apr 07 03:32:03  2016,955.3956,897.9166,963.5327,953.4829,833.8354,891.2485,937.565,892.9764,930.9192,907.7819,893.8459,830.3812,843.1639,912.8495,911.0061,797.2119,871.7062,882.3543
Thu Apr 07 03:48:03  2016,944.2224,894.0462,960.2161,964.0594,842.1091,902.4154,938.8027,896.1868,928.4494,926.7045,910.6984,838.6467,846.2827,918.7998,923.1118,813.4596,879.2619,893.2934
Thu Apr 07 04:02:03  2016,881.0308,796.1714,899.2,867.5027,829.1806,905.481,872.9687,796.7662,860.6832,840.0012,873.5761,830.9818,775.2193,852.6214,848.3943,778.6666,803.5212,823.8405
Thu Apr 07 04:17:03  2016,891.9658,801.3792,899.0469,854.3294,818.6923,887.2797,872.6649,806.3995,879.965,830.5314,867.1993,825.5812,784.204,846.3871,838.5547,770.3878,811.7248,834.6446
Thu Apr 07 04:32:03  2016,903.2882,809.2335,877.331,907.7819,819.8893,857.5046,881.5931,795.2336,834.9919,874.944,821.0869,794.9816,744.9775,847.1411,832.0911,736.1245,836.8996,845.7835
Thu Apr 07 04:48:03  2016,877.8928,807.7416,871.8586,901.9558,826.3307,862.803,859.1229,796.2286,833.6395,867.246,828.8805,800.7831,741.8516,835.3504,825.1436,743.2049,831.386,840.4064
Thu Apr 07 05:01:43  2016,899.5651,821.191,887.2333,906.6017,831.3282,870.1292,878.3492,810.9787,840.8123,871.9515,837.1888,806.938,750.9536,849.9615,838.5085,748.7829,838.1492,846.5838
Thu Apr 07 05:16:44  2016,909.6832,849.8569,926.1474,952.2881,864.8197,896.3392,890.8496,841.5651,885.8137,918.3256,868.1562,843.511,792.4219,863.0718,870.5503,781.2746,876.4646,892.0123
Thu Apr 07 05:31:43  2016,939.5408,840.0596,910.1438,964.6224,862.8962,890.8843,914.2918,824.3942,879.8713,921.8668,854.4224,829.423,778.1892,881.3004,867.0132,767.8211,886.3644,890.9431
Thu Apr 07 05:48:44  2016,912.2468,850.6118,929.3873,953.1124,867.8994,898.8344,897.8344,844.9838,887.9023,918.0178,875.1895,843.2561,793.0161,873.9975,875.8218,785.2753,877.5294,890.3323
Thu Apr 07 06:02:44  2016,940.4695,845.1346,911.1715,954.6659,869.7205,899.9059,920.2444,830.3934,882.7182,917.7573,873.3657,843.7081,786.485,887.2451,872.478,784.2832,878.9457,892.0592
Thu Apr 07 06:17:44  2016,926.2542,865.0886,933.2007,946.4872,867.1874,897.6571,907.3339,854.795,893.2469,909.6116,871.1335,840.8926,801.6428,883.5857,882.062,780.2834,872.1035,885.6489
Thu Apr 07 06:32:43  2016,918.5512,854.1905,928.7225,965.6049,870.3743,898.7283,901.3555,844.9838,900.2835,928.3894,874.3242,839.8389,804.7712,877.3428,878.7122,784.8762,886.869,893.2816
Thu Apr 07 06:48:44  2016,931.0381,852.0753,929.9573,956.22,865.1696,896.8452,912.4005,845.2853,899.8242,923.4548,875.1895,840.0938,806.067,882.7769,876.8864,785.0244,885.4495,890.7903
Thu Apr 07 07:02:44  2016,939.2313,838.358,902.1214,944.4246,854.7246,893.0229,909.329,821.5482,871.9171,908.6436,860.7758,828.5227,772.5247,870.3051,849.8687,768.5591,873.4241,870.8418
Thu Apr 07 07:17:43  2016,887.0926,801.8374,847.6981,884.1243,805.7452,842.9084,860.5436,780.7057,801.2419,849.5894,801.2756,779.1562,714.5703,833.4546,811.1396,717.7997,819.3943,810.427
Thu Apr 07 07:32:23  2016,871.4148,793.8047,863.8759,899.7529,801.7681,845.5167,841.9705,785.1506,820.9492,869.8723,806.3875,788.9835,727.7067,808.6024,792.0792,722.0314,836.7955,814.7585
Thu Apr 07 07:48:24  2016,824.8438,794.8449,846.944,850.646,784.5341,831.0742,803.178,780.4551,785.4926,824.3245,788.39,767.6736,709.662,791.8278,796.2859,707.1643,803.9109,800.9321
Thu Apr 07 08:02:24  2016,898.5996,848.3015,914.7058,927.1078,853.5156,889.5101,882.1088,849.8105,871.6133,902.3565,861.9874,830.6237,774.1958,859.4374,841.6231,769.2972,865.8344,870.0826
Thu Apr 07 08:17:24  2016,904.2668,827.2426,886.8813,936.5768,845.7136,880.5616,889.5812,818.2555,839.4113,912.2224,848.1267,819.8776,748.8514,867.6201,852.4821,756.813,877.2719,867.701
Thu Apr 07 08:32:24  2016,900.1304,857.7147,924.9139,924.0712,843.7543,885.4376,890.3915,855.5974,869.838,900.4123,855.6781,827.9687,783.8621,878.9112,865.1935,765.8008,864.2134,868.9149
Thu Apr 07 08:48:24  2016,915.2143,859.3791,913.5233,934.2578,859.0058,892.1531,904.0074,855.8998,865.59,908.0768,867.0358,837.582,777.199,877.3896,857.063,774.5135,873.9267,874.5347
Thu Apr 07 09:02:24  2016,877.8928,891.3548,943.6622,922.9925,871.7411,914.6813,853.1792,888.7122,873.3311,905.6224,916.6805,862.4883,797.9677,835.3504,875.5645,820.626,872.4072,899.8588
Thu Apr 07 09:17:24  2016,939.1717,899.1528,951.7274,957.9778,888.3359,916.0652,920.9551,891.6603,912.4949,934.2578,910.3793,866.5807,825.4894,893.9052,892.8354,814.1949,896.1863,911.9744
Thu Apr 07 09:32:25  2016,906.9681,871.0992,943.9722,923.7157,862.8962,906.4955,895.4811,873.5298,903.4415,905.6224,910.6393,856.2365,825.7892,875.7632,880.0236,818.3813,873.2722,892.929
Thu Apr 07 09:47:44  2016,928.3544,840.1059,919.9246,923.9765,842.0048,891.9065,923.4199,840.5575,882.2025,909.411,882.4481,838.5426,794.1475,901.8621,889.4755,787.4998,879.461,881.5927
Thu Apr 07 10:01:44  2016,959.8092,860.6832,936.7441,929.7905,847.535,895.2218,960.4794,864.727,893.8464,921.8195,893.0818,847.9875,818.4511,928.3071,902.6282,803.2117,887.1859,891.1546
Thu Apr 07 10:16:45  2016,1014.6612,880.2695,952.241,931.287,874.7452,902.9812,1005.0618,883.7731,935.9709,910.6984,910.9584,862.908,855.6439,961.9879,902.9817,821.0869,874.9558,889.7333
Thu Apr 07 10:31:44  2016,1014.5037,909.7777,962.8141,970.1979,860.7411,891.0018,993.1288,902.5692,945.4146,954.2119,890.5438,850.3093,862.3026,949.3992,928.3544,803.716,912.3528,916.8109
Thu Apr 07 10:47:24  2016,952.0856,866.7914,908.7504,928.5677,836.1016,855.7016,939.0646,868.1101,904.7149,921.6773,856.9113,828.142,820.8917,927.4288,908.0421,778.4277,883.2335,897.8928
Thu Apr 07 10:48:05  2016,947.4302,865.4266,905.5286,931.192,831.8943,853.7366,934.3179,867.3515,903.9955,924.0953,855.7016,823.4948,816.8519,919.4154,904.9744,775.8672,884.6052,897.4338
Thu Apr 07 11:02:05  2016,965.6655,832.8305,871.952,890.5555,839.515,875.6693,962.0836,834.7838,877.5767,889.8391,877.4477,834.8066,793.496,939.9932,911.0061,795.6907,855.0621,877.9627
Thu Apr 07 11:16:25  2016,932.4636,848.3362,873.9272,918.101,813.0346,839.1216,920.1259,845.4707,879.2507,916.5625,847.106,790.845,794.6848,911.1596,902.7224,768.9341,881.5228,874.8275
Thu Apr 07 11:31:25  2016,934.3179,796.2629,833.6278,842.3411,799.3752,840.233,931.1212,793.2445,848.9861,838.3229,822.0663,784.6713,765.8581,919.8181,879.965,749.303,815.3912,824.2211
Thu Apr 07 11:47:24  2016,29.8051,765.166,788.5389,821.1218,765.8467,794.8676,838.7398,765.461,786.6104,803.0517,787.8882,756.8588,722.571,839.2954,800.3828,719.3486,788.8357,781.1269
Thu Apr 07 12:01:24  2016,29.8051,729.8207,774.0705,796.3085,678.3297,716.6783,818.5316,735.7756,754.1652,795.4165,705.4634,678.1849,697.1333,795.8167,767.9692,653.7726,783.5998,752.4572
Thu Apr 07 12:16:25  2016,814.4944,719.8874,782.8019,810.3126,693.3584,729.4834,805.5392,731.1371,777.324,810.7144,713.6171,693.6933,707.0193,806.537,789.5777,660.9412,798.9976,774.5255
Thu Apr 07 12:31:25  2016,804.6449,718.4733,778.4052,798.8945,693.1687,747.9022,809.3137,728.9434,766.8794,801.3218,732.6566,701.8838,698.34,813.8967,791.1078,672.0646,789.7376,778.9177
Thu Apr 07 12:48:25  2016,800.0735,720.0782,789.8174,802.1238,696.6083,755.942,800.669,733.6696,775.8903,805.1494,737.1502,700.8216,706.1909,814.9427,793.0388,676.2147,790.2858,774.7303
Thu Apr 07 13:02:25  2016,30.8003,739.2802,811.4493,798.2537,715.9606,772.7518,816.2305,753.7692,800.4171,804.2094,759.6223,732.9042,722.7056,831.6174,830.8205,697.4797,799.1579,807.0533
Thu Apr 07 13:17:05  2016,31.5989,768.1053,830.7627,793.1531,740.9154,795.3823,780.079,766.0396,784.5231,784.1015,760.1661,732.5665,721.8297,797.9904,804.0946,698.3066,777.6428,780.4551
Thu Apr 07 13:32:06  2016,872.7465,807.2711,869.8611,851.5641,756.4854,806.1013,840.5341,784.6713,823.1147,819.0956,782.4715,754.4257,753.7692,834.7721,826.9655,723.5033,816.8635,809.2451
Thu Apr 07 13:48:05  2016,887.6673,782.6422,837.5708,847.1411,755.4102,800.0966,853.2486,780.6711,800.7604,812.1733,776.5048,760.7101,738.2094,845.1577,823.2184,724.9189,787.5233,778.3372
Thu Apr 07 14:02:05  2016,915.5925,773.32,840.4297,857.8659,751.8806,812.1733,864.75,755.6249,804.3352,810.0831,776.6527,726.8184,731.3734,816.2305,816.9781,704.8034,767.504,775.6288
Thu Apr 07 14:17:05  2016,899.1761,785.9029,867.3279,869.0323,775.7198,838.8094,855.5156,764.4626,824.6589,821.2487,808.3958,769.2184,738.4009,790.1599,788.2306,730.2822,764.9961,773.1158
Thu Apr 07 14:32:05  2016,911.2894,779.2362,864.5984,874.3015,788.2651,857.1678,858.5406,766.3799,842.6885,828.4425,821.2026,778.1892,750.5802,799.6729,784.3749,737.7476,775.1399,773.8093
Thu Apr 07 14:48:05  2016,892.1417,784.2722,868.5417,824.7977,739.2693,815.3224,857.0278,759.5994,810.3009,794.502,789.3039,744.5938,730.2032,788.0823,760.4379,705.4413,752.0957,750.9197
Thu Apr 07 15:02:05  2016,889.851,789.4633,875.0729,834.9573,731.9477,802.0437,856.4229,763.7253,818.6694,802.0437,784.0674,728.4376,735.325,790.4568,764.2698,698.4186,757.6857,754.7427
Thu Apr 07 15:17:06  2016,887.8668,798.8256,882.5303,824.4518,742.3481,814.1268,848.2663,779.0881,819.2679,792.9704,796.9837,737.804,738.4009,788.8242,767.5151,707.4337,754.3014,751.6547
Thu Apr 07 15:31:46  2016,793.9186,823.7599,893.2113,826.8504,769.7182,862.8736,771.6946,790.7994,801.0582,809.9454,821.1566,774.2982,730.9345,753.0791,790.1599,733.2646,765.3479,764.3156
Thu Apr 07 15:47:45  2016,854.3063,865.508,931.311,834.3562,757.629,845.6449,832.0099,827.2076,832.7609,809.0959,820.2584,758.6595,760.1433,785.4125,782.5966,729.9448,765.0529,761.6624
Thu Apr 07 16:01:45  2016,916.2076,808.8085,891.5307,859.6935,780.364,846.2479,880.0935,790.9478,860.5083,827.7964,830.7514,776.0726,770.7629,816.5296,811.4493,739.9006,777.9502,785.0594
Thu Apr 07 16:16:46  2016,967.3076,817.9214,909.7538,894.4227,814.6211,889.687,924.0598,808.6594,876.7456,862.9202,867.3166,814.6211,784.9678,859.8562,842.0399,776.5618,817.968,829.8047
Thu Apr 07 16:31:46  2016,948.647,825.5583,916.669,933.4622,819.8555,878.2557,912.211,814.931,886.4938,886.635,852.7841,817.9104,795.6566,855.6204,842.793,767.5494,828.0042,837.6176
Thu Apr 07 16:47:45  2016,954.0806,830.9589,915.4387,929.9099,821.9513,880.3867,918.2075,822.8611,879.789,884.6995,861.7084,814.4716,789.8174,867.2347,859.4022,772.6156,830.151,843.8362
